,WB6A,WB16,MT9,MT11,CM3,CM8,CP2,UN7,UN14N,VT9,MA1,AF10,AF11,SB2U,TA16,LS2
6_Congo_MICS6_269_17_2,,3.0,2.0,2.0,2.0,2.0,2.0,8.0,,2.0,2.0,2.0,2.0,1.0,,4.0
6_Congo_MICS6_269_19_1,10.0,,2.0,2.0,1.0,2.0,2.0,8.0,5.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0
6_Congo_MICS6_269_21_1,10.0,,2.0,2.0,2.0,1.0,2.0,3.0,18.0,2.0,3.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_269_23_2,10.0,,2.0,2.0,0.0,1.0,2.0,8.0,4.0,2.0,2.0,2.0,1.0,1.0,,3.0
6_Congo_MICS6_269_24_1,10.0,3.0,2.0,2.0,1.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,1.0,,2.0
6_Congo_MICS6_269_25_2,10.0,3.0,2.0,2.0,2.0,2.0,2.0,8.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,3.0
6_Congo_MICS6_269_27_1,,,2.0,2.0,3.0,2.0,2.0,8.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0
6_Congo_MICS6_269_28_2,10.0,,2.0,2.0,2.0,2.0,2.0,8.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0
6_Congo_MICS6_269_29_2,,3.0,2.0,2.0,0.0,2.0,2.0,1.0,13.0,2.0,2.0,1.0,1.0,1.0,,3.0
6_Congo_MICS6_269_30_2,31.0,,2.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,,10.0
6_Congo_MICS6_270_1_2,10.0,,2.0,2.0,,2.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_270_2_2,,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_270_2_3,,,2.0,2.0,1.0,2.0,2.0,2.0,16.0,2.0,3.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_270_4_2,32.0,,2.0,2.0,1.0,2.0,2.0,1.0,16.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_270_5_2,,1.0,2.0,2.0,0.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_270_6_2,31.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,17.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_270_7_2,10.0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_270_9_1,,3.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,,8.0
6_Congo_MICS6_270_11_2,10.0,,2.0,2.0,0.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_270_12_2,20.0,,2.0,2.0,0.0,2.0,2.0,2.0,9.0,2.0,3.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_270_14_2,10.0,,2.0,2.0,1.0,2.0,2.0,3.0,19.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_270_15_2,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_270_15_3,10.0,,2.0,2.0,,2.0,2.0,1.0,6.0,2.0,3.0,1.0,1.0,2.0,,7.0
6_Congo_MICS6_270_16_2,10.0,,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_270_17_1,10.0,,2.0,2.0,2.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,4.0,,5.0
6_Congo_MICS6_270_19_2,32.0,,2.0,2.0,0.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_270_21_1,,,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,,9.0
6_Congo_MICS6_270_21_3,,,2.0,2.0,,2.0,2.0,8.0,,2.0,3.0,1.0,1.0,,,6.0
6_Congo_MICS6_270_21_6,,,2.0,2.0,,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_270_22_2,32.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,19.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_270_23_1,10.0,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,,9.0
6_Congo_MICS6_270_24_1,10.0,,2.0,2.0,1.0,2.0,2.0,3.0,11.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_270_25_2,10.0,6.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_270_26_1,31.0,,2.0,2.0,0.0,2.0,2.0,1.0,6.0,2.0,3.0,2.0,1.0,3.0,,6.0
6_Congo_MICS6_270_27_2,10.0,,2.0,2.0,3.0,2.0,2.0,8.0,10.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_270_28_2,20.0,,2.0,2.0,1.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_270_29_2,10.0,,2.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_270_30_2,10.0,,2.0,2.0,,2.0,2.0,1.0,6.0,2.0,3.0,,,,,6.0
6_Congo_MICS6_271_1_1,10.0,3.0,2.0,2.0,1.0,2.0,2.0,8.0,6.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_271_2_1,,,2.0,2.0,2.0,1.0,2.0,3.0,13.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_271_3_2,10.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_271_4_1,,3.0,2.0,2.0,0.0,2.0,2.0,3.0,10.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_271_4_2,31.0,,2.0,2.0,,2.0,2.0,8.0,3.0,2.0,3.0,1.0,1.0,,,5.0
6_Congo_MICS6_271_4_3,20.0,,2.0,2.0,,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,,,5.0
6_Congo_MICS6_271_4_4,,,2.0,2.0,,2.0,2.0,8.0,3.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_271_5_1,,,2.0,2.0,4.0,1.0,2.0,3.0,15.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_271_5_2,10.0,,2.0,2.0,,2.0,2.0,8.0,2.0,2.0,3.0,1.0,1.0,,,5.0
6_Congo_MICS6_271_6_1,,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_271_7_2,,,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_271_7_3,20.0,,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,3.0,,,,,7.0
6_Congo_MICS6_271_7_4,,,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,,,,,6.0
6_Congo_MICS6_271_8_2,10.0,,2.0,2.0,,2.0,2.0,3.0,,2.0,1.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_271_11_2,,,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_271_12_2,,3.0,2.0,2.0,0.0,1.0,2.0,1.0,22.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_271_13_2,10.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_271_14_1,10.0,,2.0,2.0,,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,3.0
6_Congo_MICS6_271_16_1,10.0,,2.0,2.0,2.0,2.0,2.0,2.0,9.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_271_16_2,10.0,,2.0,2.0,,2.0,2.0,8.0,1.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_271_17_2,,,2.0,2.0,0.0,2.0,2.0,1.0,9.0,2.0,1.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_271_18_2,10.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_271_19_2,10.0,,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_271_21_2,,,2.0,2.0,2.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_271_23_1,10.0,,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_271_24_2,10.0,,2.0,2.0,3.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_271_25_1,10.0,3.0,2.0,2.0,2.0,2.0,2.0,8.0,1.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_271_26_2,10.0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_271_27_1,,3.0,2.0,2.0,0.0,2.0,2.0,3.0,13.0,2.0,3.0,1.0,1.0,3.0,,8.0
6_Congo_MICS6_271_28_2,,1.0,2.0,2.0,,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_271_30_2,10.0,3.0,2.0,2.0,2.0,2.0,,,4.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_272_1_2,10.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_272_2_2,,,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_272_3_3,10.0,3.0,2.0,2.0,,2.0,2.0,1.0,6.0,2.0,3.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_272_4_2,10.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_272_5_2,,,2.0,2.0,,2.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_272_7_1,10.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,9.0,2.0,1.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_272_7_2,10.0,,2.0,2.0,,2.0,2.0,1.0,6.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_272_8_1,,,2.0,2.0,4.0,1.0,2.0,8.0,3.0,2.0,2.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_272_9_2,20.0,,2.0,2.0,,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_272_9_3,,,2.0,2.0,,2.0,,,2.0,2.0,3.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_272_11_2,,,,,,,,,,,,,,,,
6_Congo_MICS6_272_12_1,,3.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_272_14_2,10.0,,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_272_14_8,20.0,,2.0,2.0,,2.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,,,4.0
6_Congo_MICS6_272_15_2,10.0,3.0,2.0,2.0,1.0,2.0,,,6.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_272_16_4,10.0,,2.0,2.0,,2.0,2.0,8.0,,2.0,3.0,,,,,5.0
6_Congo_MICS6_272_17_2,,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_272_17_3,20.0,,2.0,2.0,,2.0,2.0,9.0,3.0,2.0,3.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_272_17_4,,,2.0,2.0,,2.0,2.0,8.0,4.0,2.0,3.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_272_17_11,10.0,,2.0,2.0,,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_272_18_2,,,2.0,2.0,0.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_272_19_2,,3.0,2.0,2.0,4.0,2.0,2.0,2.0,15.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_272_20_2,,,2.0,2.0,,2.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_272_21_1,10.0,3.0,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_272_22_1,20.0,,2.0,2.0,3.0,2.0,,,1.0,2.0,1.0,1.0,1.0,3.0,3.0,5.0
6_Congo_MICS6_272_23_1,10.0,,2.0,2.0,1.0,2.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,,8.0
6_Congo_MICS6_272_23_4,31.0,,2.0,2.0,,2.0,2.0,8.0,4.0,2.0,3.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_272_25_1,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_272_27_1,31.0,,2.0,2.0,1.0,2.0,2.0,1.0,7.0,2.0,1.0,1.0,1.0,3.0,,7.0
6_Congo_MICS6_272_28_1,,,2.0,2.0,1.0,2.0,2.0,1.0,11.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_272_29_2,,,2.0,2.0,,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_273_1_2,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_273_2_1,10.0,,2.0,2.0,1.0,1.0,2.0,3.0,5.0,2.0,3.0,1.0,1.0,2.0,,4.0
6_Congo_MICS6_273_3_2,,,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,9.0
6_Congo_MICS6_273_4_2,,,2.0,2.0,2.0,2.0,2.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_273_4_5,,,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,9.0
6_Congo_MICS6_273_5_2,20.0,3.0,2.0,2.0,5.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_273_6_4,10.0,,2.0,2.0,,2.0,2.0,8.0,3.0,2.0,3.0,1.0,1.0,2.0,,7.0
6_Congo_MICS6_273_7_1,31.0,,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_273_8_2,,,2.0,2.0,3.0,2.0,2.0,8.0,15.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_273_9_1,10.0,,2.0,2.0,2.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_273_9_2,10.0,,2.0,2.0,,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_273_10_2,10.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_273_11_2,10.0,,2.0,2.0,,2.0,2.0,8.0,1.0,2.0,3.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_273_11_3,20.0,,2.0,2.0,,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_273_13_2,,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_273_14_2,10.0,,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_273_15_2,,,,,,,,,,,,,,,,
6_Congo_MICS6_273_17_2,31.0,,2.0,2.0,1.0,2.0,2.0,8.0,3.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_273_18_4,20.0,,2.0,2.0,,2.0,2.0,8.0,3.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_273_20_1,,,2.0,2.0,3.0,2.0,2.0,1.0,12.0,2.0,1.0,1.0,1.0,3.0,,7.0
6_Congo_MICS6_273_21_2,20.0,,2.0,2.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_273_22_1,20.0,6.0,2.0,2.0,0.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_273_22_3,10.0,,2.0,2.0,,2.0,2.0,8.0,,2.0,3.0,,,,,6.0
6_Congo_MICS6_273_24_1,10.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_273_25_1,10.0,,2.0,2.0,0.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,4.0,,6.0
6_Congo_MICS6_273_26_2,20.0,,2.0,2.0,1.0,2.0,2.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_273_29_2,20.0,,2.0,2.0,0.0,2.0,2.0,3.0,10.0,2.0,1.0,1.0,1.0,3.0,,8.0
6_Congo_MICS6_273_30_2,10.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,,7.0
6_Congo_MICS6_273_30_4,20.0,3.0,2.0,2.0,,2.0,2.0,9.0,5.0,2.0,3.0,,,,,3.0
6_Congo_MICS6_274_1_3,,,2.0,2.0,0.0,2.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_274_2_2,31.0,,2.0,2.0,,2.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_274_2_3,,,2.0,2.0,,2.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_274_3_1,20.0,,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_274_4_2,10.0,,2.0,2.0,,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_274_5_2,10.0,,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_274_6_2,10.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,,6.0
6_Congo_MICS6_274_7_2,10.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_274_8_2,10.0,3.0,2.0,2.0,2.0,2.0,,,14.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0
6_Congo_MICS6_274_9_2,10.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,14.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_274_10_2,10.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,10.0,2.0,1.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_274_11_4,10.0,,2.0,2.0,,2.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,,,6.0
6_Congo_MICS6_274_12_1,,3.0,2.0,2.0,0.0,1.0,2.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_274_13_2,10.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_274_14_2,31.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,3.0,,7.0
6_Congo_MICS6_274_14_3,10.0,1.0,2.0,2.0,,2.0,2.0,1.0,5.0,2.0,3.0,,,,,4.0
6_Congo_MICS6_274_16_1,,,2.0,2.0,2.0,2.0,2.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_274_17_1,,3.0,2.0,2.0,2.0,1.0,2.0,3.0,9.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_274_19_2,10.0,,2.0,2.0,1.0,2.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_274_20_1,10.0,,2.0,2.0,0.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_274_21_2,,3.0,2.0,2.0,3.0,2.0,,,9.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_274_21_3,10.0,,2.0,2.0,,2.0,2.0,8.0,13.0,2.0,3.0,1.0,1.0,,,5.0
6_Congo_MICS6_274_22_2,10.0,,2.0,2.0,1.0,2.0,2.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,,3.0
6_Congo_MICS6_274_25_3,,3.0,2.0,2.0,,1.0,2.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_274_25_4,10.0,,2.0,2.0,0.0,2.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0
6_Congo_MICS6_274_26_2,,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,8.0
6_Congo_MICS6_274_27_2,10.0,,2.0,2.0,,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_274_28_1,0.0,,2.0,2.0,3.0,2.0,2.0,2.0,15.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_274_28_2,10.0,,2.0,2.0,,2.0,2.0,8.0,16.0,2.0,3.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_274_28_3,10.0,,2.0,2.0,,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,,,8.0
6_Congo_MICS6_274_29_2,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_274_29_3,,1.0,2.0,2.0,,2.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,4.0,,5.0
6_Congo_MICS6_274_29_4,,,2.0,2.0,,2.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,4.0,,6.0
6_Congo_MICS6_274_29_5,,,2.0,2.0,,2.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_274_29_6,,1.0,2.0,2.0,,2.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,,3.0
6_Congo_MICS6_274_29_7,,,2.0,2.0,,2.0,2.0,1.0,5.0,2.0,3.0,,,1.0,,3.0
6_Congo_MICS6_275_1_2,10.0,3.0,2.0,2.0,0.0,2.0,,,4.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_275_3_2,,3.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,4.0,,6.0
6_Congo_MICS6_275_4_2,10.0,3.0,2.0,2.0,4.0,2.0,,,8.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_275_5_2,10.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_275_6_2,31.0,3.0,2.0,2.0,,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_275_7_2,10.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_275_7_3,10.0,,2.0,2.0,,2.0,2.0,1.0,4.0,2.0,3.0,,,,,4.0
6_Congo_MICS6_275_8_2,10.0,,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_275_10_1,10.0,,2.0,2.0,0.0,2.0,2.0,8.0,8.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_275_11_2,10.0,,2.0,2.0,,2.0,2.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_275_12_2,10.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_275_13_1,10.0,,2.0,2.0,4.0,1.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,4.0,,8.0
6_Congo_MICS6_275_14_2,31.0,,2.0,2.0,,2.0,2.0,8.0,2.0,2.0,3.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_275_15_2,31.0,3.0,2.0,2.0,5.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_275_16_2,20.0,,2.0,2.0,,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_275_20_1,,,2.0,2.0,,2.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,4.0,,7.0
6_Congo_MICS6_275_20_3,32.0,,2.0,2.0,,2.0,2.0,8.0,9.0,2.0,3.0,,,,,6.0
6_Congo_MICS6_275_21_1,10.0,,2.0,2.0,3.0,2.0,2.0,1.0,7.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_275_22_2,20.0,3.0,2.0,2.0,2.0,2.0,2.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_275_22_6,10.0,3.0,2.0,2.0,,2.0,2.0,8.0,3.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_275_24_2,10.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,4.0
6_Congo_MICS6_275_25_2,10.0,,2.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_275_27_3,10.0,,2.0,2.0,,2.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_275_28_1,,,2.0,2.0,1.0,2.0,2.0,8.0,3.0,2.0,3.0,1.0,1.0,2.0,,8.0
6_Congo_MICS6_275_29_2,,,2.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_275_30_2,10.0,,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_275_30_3,10.0,,2.0,2.0,,2.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,,,4.0
